Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Canned Luncheon Meat,TDS1992-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1992-09-15,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,978,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1992.PCB,Total Diet Study 1992 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1993-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1993-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,587,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1993.PCB,Total Diet Study 1993 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1994S-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1994-07-15,Surveillance,No,Grocery Store,Winnipeg,Manitoba,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,525,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab used only QA and reference standards during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1994.PCB,Total Diet Study 1994 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1994W-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1994-01-15,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,<LOD/MDL,0,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab used only QA and reference standards during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1994.PCB,Total Diet Study 1994 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1995S-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1995-07-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,814,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1995.PCB,Total Diet Study 1995 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1995W-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1995-01-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,939,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1995.PCB,Total Diet Study 1995 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1996-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1996-01-15,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,799,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1996.PCB,Total Diet Study 1996 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS1998-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Legacy POPs,2000-12-15,=,989.4,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1998.PCB,Total Diet Study 1998 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2000-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,2000-01-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Legacy POPs,2002-01-15,=,269.9,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2000.PCB,Total Diet Study 2000 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2001-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,2001-01-15,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Legacy POPs,2002-12-15,=,270.5,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2001.PCB,Total Diet Study 2001 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2002-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,,Composite,Yes,2002-01-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,2003-12-15,=,129.5,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2002.PCB,Total Diet Study 2002 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2003-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2003-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,2004-12-15,=,170.6,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2003.PCB,Total Diet Study 2003 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2007-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2007-09-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,2008-12-15,=,104.3,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2007.PCB,Total Diet Study 2007 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2009-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2009-09-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Legacy POPs,2010-12-15,=,89.8,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2009.PCB,Total Diet Study 2009 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,2014-12-15,=,68.1,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2013.PCB,Total Diet Study 2013 Polychlorinated Biphenyls,,Health Canada
Canned Luncheon Meat,TDS2015-BB09-PCB,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2015-10-15,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Legacy POPs,2016-12-15,=,34.44664852,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2015F.PCB,Total Diet Study 2015 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",AA09-TDS2005-PCB,,Ripened cheese,Unknown,,Composite,Yes,2005-05-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,2011-06-01,=,484.9,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2005.PCB,Total Diet Study 2005 Polychlorinated biphenyl,,Health Canada
"Cheese, Hard",AA09-TDS2006-PCB,,Ripened cheese,Unknown,,Composite,Yes,2006-09-01,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Legacy POPs,2014-06-01,=,231.2,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2006.PCBs,Total Diet Study 2006 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1992-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1992-09-15,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,1407,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1992.PCB,Total Diet Study 1992 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1993-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1993-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,1614,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1993.PCB,Total Diet Study 1993 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1994S-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1994-07-15,Surveillance,No,Grocery Store,Winnipeg,Manitoba,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,883,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab used only QA and reference standards during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1994.PCB,Total Diet Study 1994 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1994W-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1994-01-15,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,1328,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab used only QA and reference standards during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1994.PCB,Total Diet Study 1994 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1995S-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1995-07-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,2234,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1995.PCB,Total Diet Study 1995 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1995W-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1995-01-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,912,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1995.PCB,Total Diet Study 1995 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1996-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1996-01-15,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,1998-01-15,=,1159,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1996.PCB,Total Diet Study 1996 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS1998-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Legacy POPs,2000-12-15,=,902.5,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS1998.PCB,Total Diet Study 1998 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2000-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,2000-01-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Legacy POPs,2002-01-15,=,605.4,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2000.PCB,Total Diet Study 2000 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2001-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,2001-01-15,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Legacy POPs,2002-12-15,=,515.4,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2001.PCB,Total Diet Study 2001 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2002-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,,Composite,Yes,2002-01-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,2003-12-15,=,405.5,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2002.PCB,Total Diet Study 2002 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2003-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,Ready-to-eat,Composite,Yes,2003-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,2004-12-15,=,444.1,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2003.PCB,Total Diet Study 2003 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2007-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,Ready-to-eat,Composite,Yes,2007-09-15,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Legacy POPs,2008-12-15,=,254.4,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2007.PCB,Total Diet Study 2007 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2009-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,Ready-to-eat,Composite,Yes,2009-09-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Legacy POPs,2010-12-15,=,253.4,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2009.PCB,Total Diet Study 2009 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2013-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Legacy POPs,2014-12-15,=,434.9,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2013.PCB,Total Diet Study 2013 Polychlorinated Biphenyls,,Health Canada
"Cheese, Hard",TDS2015-AA09-PCB,AA09 Cheese (cheddar and mozzerella)/Fromage (cheddar et mozzarella),Ripened cheese,Unknown,Ready-to-eat,Composite,Yes,2015-10-15,Surveillance,No,Grocery Store,Halifax,Nova Scotia,Canada,HC FD BCS FRD Legacy POPs,2016-12-15,=,331.8367135,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD./La limite de détection (LD) n’est pas indiquée étant donné que chaque congénère utilisé aux fins du calcul des résultats a une LD différente,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2015F.PCB,Total Diet Study 2015 Polychlorinated Biphenyls,,Health Canada
"Cheese, Processed",AA11-TDS2005-PCB,,Unripened cheese,Unknown,,Composite,Yes,2005-05-01,Surveillance,No,Grocery Store,Toronto,Ontario,Canada,HC FD BCS FRD Legacy POPs,2011-06-01,=,255.3,pg/g,Total PCB,Polychlorinated Biphenyls (PCBs),0,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,LOD is not provided as each congener used to tabulate the results has a different LOD,Solvent extraction of PCBs,,Gas chromatograph (GC)-High resolution mass spectrometer (HRMS),,BCS.TDS2005.PCB,Total Diet Study 2005 Polychlorinated biphenyl,,Health Canada
