Sample Type / Type d'échantillon,Month/Mois,Year/Année,Location/Emplacement,Volume Collected/Volume prélevé (L),Activity/Activité (Bq/L),Error/Erreur (Bq/L),Activity/Activité (Bq/m^3),Error/Erreur (Bq/m^3),Comments/Commentaires
Vapour/Vapeur,9,2006,OA2,0.02,2,3,0.011,0.014,
Vapour/Vapeur,9,2006,PI12,0.02,23,3,0.194,0.03,
Vapour/Vapeur,10,2006,GE10,0.02,44,4,0.206,0.018,
Vapour/Vapeur,10,2006,GE4,0.02,5,3,0.022,0.013,
Vapour/Vapeur,10,2006,GE7,0.02,136,5,0.647,0.026,
Vapour/Vapeur,10,2006,GE8,0.02,25,4,0.114,0.016,
Vapour/Vapeur,10,2006,GE9,0.02,23,3,0.105,0.016,
Vapour/Vapeur,10,2006,LE12,0.02,-4,3,-0.017,0.011,
Vapour/Vapeur,10,2006,LE13,0.02,9,3,0.04,0.014,
Vapour/Vapeur,10,2006,LE2,0.02,30,4,0.123,0.015,
Vapour/Vapeur,10,2006,LE4,0.02,0,3,-0.002,0.012,
Vapour/Vapeur,10,2006,LE7,0.02,-2,3,-0.009,0.013,
Vapour/Vapeur,10,2006,LE8,0.02,-4,3,-0.018,0.012,
Vapour/Vapeur,10,2006,PI12,0.02,15,3,0.065,0.015,
Vapour/Vapeur,11,2006,GE10,0.02,79,5,0.362,0.021,
Vapour/Vapeur,11,2006,GE4,0.02,71,4,0.26,0.016,
Vapour/Vapeur,11,2006,GE7,0.02,63,4,0.305,0.021,
Vapour/Vapeur,11,2006,GE8,0.02,32,4,0.145,0.017,
Vapour/Vapeur,11,2006,GE9,0.02,25,4,0.115,0.016,
Vapour/Vapeur,11,2006,LE12,0.02,7,3,0.034,0.014,
Vapour/Vapeur,11,2006,LE13,0.02,10,3,0.045,0.014,
Vapour/Vapeur,11,2006,LE2,0.02,31,4,0.145,0.017,
Vapour/Vapeur,11,2006,LE4,0.01,0,3,0.003,0.018,
Vapour/Vapeur,11,2006,LE7,0.02,-4,3,-0.014,0.011,
Vapour/Vapeur,11,2006,LE8,0.02,1,3,0.004,0.016,
Vapour/Vapeur,11,2006,OA2,0.02,2,3,0.01,0.018,
Vapour/Vapeur,11,2006,PI12,0.02,62,4,0.286,0.02,
Vapour/Vapeur,12,2006,GE10,0.02,31,4,0.1,0.012,
Vapour/Vapeur,12,2006,GE4,0.02,38,4,0.167,0.017,
Vapour/Vapeur,12,2006,GE7,0.02,201,6,0.642,0.02,
Vapour/Vapeur,12,2006,GE8,0.02,23,3,0.074,0.011,
Vapour/Vapeur,12,2006,GE9,0.02,15,3,0.043,0.01,
Vapour/Vapeur,12,2006,LE12,0.02,-3,3,-0.014,0.012,
Vapour/Vapeur,12,2006,LE13,0.02,1,3,0.004,0.012,
Vapour/Vapeur,12,2006,LE2,0.02,56,4,0.21,0.016,
Vapour/Vapeur,12,2006,LE4,0.02,5,3,0.021,0.012,
Vapour/Vapeur,12,2006,LE7,0.02,-8,3,-0.033,0.012,
Vapour/Vapeur,12,2006,LE8,0.02,-4,3,-0.016,0.012,
Vapour/Vapeur,12,2006,OA2,0.02,3,3,0.012,0.013,
Vapour/Vapeur,12,2006,PI12,0.02,29,4,0.098,0.012,
Vapour/Vapeur,1,2007,GE10,0.01,95,5,0.289,0.015,
Vapour/Vapeur,1,2007,GE4,0,10,5,0.005,0.003,
Vapour/Vapeur,1,2007,GE7,0.01,296,7,0.566,0.014,
Vapour/Vapeur,1,2007,GE8,0.01,54,4,0.096,0.008,
Vapour/Vapeur,1,2007,GE9,0.01,75,5,0.162,0.01,
Vapour/Vapeur,1,2007,LE12,0.02,-4,3,-0.015,0.012,
Vapour/Vapeur,1,2007,LE13,0.02,3,3,0.013,0.013,
Vapour/Vapeur,1,2007,LE2,0.02,77,5,0.271,0.016,
Vapour/Vapeur,1,2007,LE4,0.02,-1,3,-0.004,0.012,
Vapour/Vapeur,1,2007,LE7,0.02,-2,3,-0.008,0.013,
Vapour/Vapeur,1,2007,LE8,0.02,-3,3,-0.01,0.01,
Vapour/Vapeur,1,2007,OA2,0.02,14,3,0.049,0.012,
Vapour/Vapeur,1,2007,PI12,0.02,28,4,0.102,0.014,
Vapour/Vapeur,2,2007,GE10,0.01,118,5,0.39,0.017,
Vapour/Vapeur,2,2007,GE4,0.01,30,4,0.046,0.006,
Vapour/Vapeur,2,2007,GE7,0.01,245,7,0.542,0.015,
Vapour/Vapeur,2,2007,GE8,0.01,52,4,0.108,0.009,
Vapour/Vapeur,2,2007,GE9,0.01,21,4,0.045,0.008,
Vapour/Vapeur,2,2007,LE12,0.01,4,3,0.01,0.009,
Vapour/Vapeur,2,2007,LE13,0.02,12,3,0.045,0.013,
Vapour/Vapeur,2,2007,LE2,0.01,12,3,0.035,0.01,
Vapour/Vapeur,2,2007,LE4,0.01,0,3,-0.001,0.009,
Vapour/Vapeur,2,2007,LE7,0.02,-4,3,-0.014,0.011,
Vapour/Vapeur,2,2007,LE8,0.01,-7,3,-0.02,0.008,
Vapour/Vapeur,2,2007,OA2,0.01,4,3,0.008,0.007,
Vapour/Vapeur,2,2007,PI12,0,16,5,0.012,0.004,
Vapour/Vapeur,3,2007,GE10,0.02,24,4,0.108,0.016,
Vapour/Vapeur,3,2007,GE4,0.02,46,4,0.143,0.013,
Vapour/Vapeur,3,2007,GE7,0.02,272,7,1.11,0.029,
Vapour/Vapeur,3,2007,GE8,0.02,22,4,0.095,0.016,
Vapour/Vapeur,3,2007,GE9,0.02,16,3,0.068,0.015,
Vapour/Vapeur,3,2007,LE12,0.02,2,3,0.006,0.012,
Vapour/Vapeur,3,2007,LE13,0.02,7,3,0.029,0.013,
Vapour/Vapeur,3,2007,LE2,0.02,44,4,0.155,0.014,
Vapour/Vapeur,3,2007,LE4,0.02,11,3,0.041,0.013,
Vapour/Vapeur,3,2007,LE7,0.02,-2,3,-0.01,0.013,
Vapour/Vapeur,3,2007,LE8,0.02,-7,3,-0.026,0.011,
Vapour/Vapeur,3,2007,OA2,0.02,0,3,0.001,0.013,
Vapour/Vapeur,3,2007,PI12,0.02,35,4,0.12,0.013,
Vapour/Vapeur,1,2008,GE10,0.02,45,4,0.14,0.01,
Vapour/Vapeur,1,2008,GE4,0.01,103,5,0.21,0.01,
Vapour/Vapeur,1,2008,GE7,0.02,102,5,0.35,0.02,
Vapour/Vapeur,1,2008,GE8,0.02,20,3,0.05,0.01,
Vapour/Vapeur,1,2008,GE9,0.02,23,3,0.07,0.01,
Vapour/Vapeur,1,2008,LE12,0.02,10,3,0.04,0.01,
Vapour/Vapeur,1,2008,LE13,0.02,22,3,0.09,0.01,
Vapour/Vapeur,1,2008,LE2,0.02,101,5,0.42,0.02,
Vapour/Vapeur,1,2008,LE7,0.02,5,3,0.02,0.01,
Vapour/Vapeur,1,2008,LE8,0.02,3,3,0.01,0.01,
Vapour/Vapeur,1,2008,OA2,0.02,9,3,0.04,0.01,
Vapour/Vapeur,1,2008,PI12,0.01,22,3,0.09,0.01,
Vapour/Vapeur,2,2008,GE10,0.02,75,4,0.45,0.03,
Vapour/Vapeur,2,2008,GE4,0.01,62,4,0.11,0.01,
Vapour/Vapeur,2,2008,GE7,0,257,7,0.31,0.01,
Vapour/Vapeur,2,2008,GE8,0.01,35,4,0.09,0.01,
Vapour/Vapeur,2,2008,GE9,0.01,44,4,0.12,0.01,
Vapour/Vapeur,2,2008,LE12,0.02,8,3,0.03,0.01,
Vapour/Vapeur,2,2008,LE13,0.02,24,3,0.11,0.02,
Vapour/Vapeur,2,2008,LE2,0.02,67,4,0.24,0.01,
Vapour/Vapeur,2,2008,LE7,0.02,4,3,0.02,0.01,
Vapour/Vapeur,2,2008,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,2,2008,OA2,0.01,7,3,0.02,0.01,
Vapour/Vapeur,2,2008,PI12,0.01,47,4,0.14,0.01,
Vapour/Vapeur,3,2008,GE10,0.02,22,3,0.07,0.01,
Vapour/Vapeur,3,2008,GE4,0.02,90,5,0.28,0.01,
Vapour/Vapeur,3,2008,GE7,0.02,255,7,0.77,0.02,
Vapour/Vapeur,3,2008,GE8,0.02,29,3,0.08,0.01,
Vapour/Vapeur,3,2008,GE9,0.02,29,3,0.08,0.01,
Vapour/Vapeur,3,2008,LE12,0.02,8,3,0.03,0.01,
Vapour/Vapeur,3,2008,LE13,0.02,10,3,0.04,0.01,
Vapour/Vapeur,3,2008,LE2,0.02,73,4,0.25,0.01,
Vapour/Vapeur,3,2008,LE7,0.02,2,3,0.01,0.01,
Vapour/Vapeur,3,2008,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,3,2008,OA2,0.02,7,3,0.03,0.01,
Vapour/Vapeur,3,2008,PI12,0.02,55,4,0.19,0.01,
Vapour/Vapeur,4,2008,GE10,0.02,3,3,0.02,0.02,
Vapour/Vapeur,4,2008,GE4,0.02,30,4,0.14,0.02,
Vapour/Vapeur,4,2008,GE7,0.02,76,4,0.51,0.03,
Vapour/Vapeur,4,2008,GE8,0.02,16,3,0.1,0.02,
Vapour/Vapeur,4,2008,GE9,0.02,19,3,0.11,0.02,
Vapour/Vapeur,4,2008,LE12,0.02,7,3,0.03,0.01,
Vapour/Vapeur,4,2008,LE13,0.02,12,3,0.05,0.01,
Vapour/Vapeur,4,2008,LE2,0.02,86,5,0.52,0.03,
Vapour/Vapeur,4,2008,LE7,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,4,2008,LE8,0.02,-1,3,0,0.01,
Vapour/Vapeur,4,2008,OA2,0.02,-4,3,-0.02,0.01,
Vapour/Vapeur,4,2008,PI12,0.02,136,5,0.59,0.02,
Vapour/Vapeur,5,2008,GE10,0,9,3,0.01,0,
Vapour/Vapeur,5,2008,GE4,0.01,27,3,0.14,0.02,
Vapour/Vapeur,5,2008,GE7,0.02,116,5,1.29,0.06,
Vapour/Vapeur,5,2008,GE8,0.01,15,3,0.12,0.03,
Vapour/Vapeur,5,2008,GE9,0.02,21,3,0.22,0.04,
Vapour/Vapeur,5,2008,LE12,0.02,15,3,0.14,0.03,
Vapour/Vapeur,5,2008,LE13,0.02,59,4,0.58,0.04,
Vapour/Vapeur,5,2008,LE2,0.02,370,8,3.43,0.07,
Vapour/Vapeur,5,2008,LE7,0.02,3,3,0.03,0.03,
Vapour/Vapeur,5,2008,LE8,0.02,4,3,0.04,0.02,
Vapour/Vapeur,5,2008,OA2,0.02,6,3,0.06,0.03,
Vapour/Vapeur,5,2008,PI12,0.01,37,4,0.26,0.03,
Vapour/Vapeur,6,2008,GE10,0.02,79,4,0.73,0.04,
Vapour/Vapeur,6,2008,GE4,0.02,21,3,0.21,0.03,
Vapour/Vapeur,6,2008,GE7,0.02,31,4,0.27,0.03,
Vapour/Vapeur,6,2008,GE8,0.02,11,3,0.09,0.03,
Vapour/Vapeur,6,2008,GE9,0.02,9,3,0.08,0.03,
Vapour/Vapeur,6,2008,LE12,0.02,19,3,0.19,0.03,
Vapour/Vapeur,6,2008,LE13,0.02,30,4,0.32,0.04,
Vapour/Vapeur,6,2008,LE2,0.02,71,4,0.74,0.05,
Vapour/Vapeur,6,2008,LE7,0.02,0,3,0,0.02,
Vapour/Vapeur,6,2008,LE8,0.02,1,3,0.01,0.03,
Vapour/Vapeur,6,2008,OA2,0.02,4,3,0.04,0.03,
Vapour/Vapeur,6,2008,PI12,0.02,48,4,0.39,0.03,
Vapour/Vapeur,7,2008,GE10,0.03,70,4,,,Saturated/Saturée
Vapour/Vapeur,7,2008,GE4,0.02,8,3,0.09,0.03,
Vapour/Vapeur,7,2008,GE7,0.02,26,3,0.38,0.05,
Vapour/Vapeur,7,2008,GE8,0.02,12,3,0.15,0.04,
Vapour/Vapeur,7,2008,GE9,0.02,5,3,0.07,0.04,
Vapour/Vapeur,7,2008,LE12,0.02,22,3,0.23,0.03,
Vapour/Vapeur,7,2008,LE13,0.02,112,5,1.19,0.05,
Vapour/Vapeur,7,2008,LE2,0.02,68,4,0.66,0.04,
Vapour/Vapeur,7,2008,LE7,0.02,1,3,0.01,0.03,
Vapour/Vapeur,7,2008,LE8,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,7,2008,OA2,0.01,3,3,,,
Vapour/Vapeur,7,2008,PI12,0.01,23,3,0.16,0.02,
Vapour/Vapeur,8,2008,GE10,0.03,33,4,,,Saturated/Saturée
Vapour/Vapeur,8,2008,GE4,0.02,11,3,0.1,0.03,
Vapour/Vapeur,8,2008,GE7,0.02,66,4,0.44,0.03,
Vapour/Vapeur,8,2008,GE8,0.02,7,3,0.04,0.02,
Vapour/Vapeur,8,2008,GE9,0.02,15,3,0.09,0.02,
Vapour/Vapeur,8,2008,LE12,0.02,4,3,0.04,0.03,
Vapour/Vapeur,8,2008,LE13,0.02,4,3,0.04,0.03,
Vapour/Vapeur,8,2008,LE2,0.02,29,3,0.27,0.03,
Vapour/Vapeur,8,2008,LE7,0.02,0,3,0,0.02,
Vapour/Vapeur,8,2008,LE8,0.02,-2,3,-0.02,0.03,
Vapour/Vapeur,8,2008,PI12,0.01,41,4,0.25,0.02,
Vapour/Vapeur,9,2008,GE10,0.03,39,4,,,Saturated/Saturée
Vapour/Vapeur,9,2008,GE4,0,14,4,0.01,0,
Vapour/Vapeur,9,2008,GE7,0.02,77,4,,,
Vapour/Vapeur,9,2008,GE8,0.02,21,3,,,
Vapour/Vapeur,9,2008,GE9,0.02,18,3,,,
Vapour/Vapeur,9,2008,LE12,0.02,7,3,0.07,0.03,
Vapour/Vapeur,9,2008,LE13,0.02,6,3,0.07,0.03,
Vapour/Vapeur,9,2008,LE14,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,9,2008,LE2,0.02,26,3,,,
Vapour/Vapeur,9,2008,LE7,0.02,-5,3,-0.06,0.03,
Vapour/Vapeur,9,2008,LE8,0.02,-1,3,-0.01,0.02,
Vapour/Vapeur,9,2008,OA2,0.02,5,3,0.05,0.03,
Vapour/Vapeur,9,2008,PI12,0.01,37,4,0.26,0.03,
Vapour/Vapeur,10,2008,GE4,0.02,12,3,0.05,0.01,
Vapour/Vapeur,10,2008,LE12,0.02,7,3,0.03,0.01,
Vapour/Vapeur,10,2008,LE13,0.02,13,3,0.06,0.01,
Vapour/Vapeur,10,2008,LE14,0.02,6,3,0.03,0.01,
Vapour/Vapeur,10,2008,LE2,0.02,15,3,0.06,0.01,
Vapour/Vapeur,10,2008,LE7,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2008,LE8,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2008,OA2,0.02,8,3,0.03,0.01,
Vapour/Vapeur,10,2008,PI12,0.02,47,4,0.19,0.01,
Vapour/Vapeur,11,2008,GE10,0.03,39,3,,,Saturated/Saturée
Vapour/Vapeur,11,2008,GE4,0.02,30,3,0.13,0.01,
Vapour/Vapeur,11,2008,GE7,0.02,119,5,0.43,0.02,
Vapour/Vapeur,11,2008,GE8,0.02,17,3,0.06,0.01,
Vapour/Vapeur,11,2008,GE9,0.02,58,4,0.21,0.01,
Vapour/Vapeur,11,2008,LE12,0.02,6,3,0.03,0.01,
Vapour/Vapeur,11,2008,LE13,0.02,15,3,0.07,0.01,
Vapour/Vapeur,11,2008,LE14,0.02,4,3,0.02,0.01,
Vapour/Vapeur,11,2008,LE7,0.02,5,3,0.02,0.01,
Vapour/Vapeur,11,2008,LE8,0.02,9,3,0.04,0.01,
Vapour/Vapeur,11,2008,OA2,0.02,7,3,0.03,0.01,
Vapour/Vapeur,11,2008,PI12,0.02,60,4,0.25,0.02,
Vapour/Vapeur,12,2008,GE10,0.02,42,3,0.14,0.01,
Vapour/Vapeur,12,2008,GE4,0.01,38,3,0.07,0.01,
Vapour/Vapeur,12,2008,GE7,0.02,90,4,0.23,0.01,
Vapour/Vapeur,12,2008,GE8,0.02,39,3,0.11,0.01,
Vapour/Vapeur,12,2008,GE9,0.02,56,4,0.16,0.01,
Vapour/Vapeur,12,2008,LE12,0.02,9,3,0.04,0.01,
Vapour/Vapeur,12,2008,LE13,0.02,19,3,0.08,0.01,
Vapour/Vapeur,12,2008,LE14,0.02,7,3,0.03,0.01,
Vapour/Vapeur,12,2008,LE7,0.02,6,3,0.03,0.01,
Vapour/Vapeur,12,2008,LE8,0.02,6,3,0.02,0.01,
Vapour/Vapeur,12,2008,OA2,0.01,12,3,0.03,0.01,
Vapour/Vapeur,12,2008,PI12,0.01,34,3,0.1,0.01,
Vapour/Vapeur,1,2009,GE10,0.02,131,5,0.87,0.03,
Vapour/Vapeur,1,2009,GE4,0.01,93,5,0.13,0.01,
Vapour/Vapeur,1,2009,GE7,0.01,120,5,0.2,0.01,
Vapour/Vapeur,1,2009,GE8,0.01,36,4,0.07,0.01,
Vapour/Vapeur,1,2009,GE9,0.01,36,4,0.08,0.01,
Vapour/Vapeur,1,2009,LE12,0.01,5,3,0.02,0.01,
Vapour/Vapeur,1,2009,LE13,0.02,10,3,0.04,0.01,
Vapour/Vapeur,1,2009,LE14,0.01,0,3,0,0.01,
Vapour/Vapeur,1,2009,LE7,0.02,0,3,0,0.01,
Vapour/Vapeur,1,2009,LE8,0.01,4,3,0.01,0.01,
Vapour/Vapeur,1,2009,OA2,0.01,14,3,0.02,0,
Vapour/Vapeur,1,2009,PI12,0.01,26,3,0.06,0.01,
Vapour/Vapeur,2,2009,GE10,0.02,52,4,0.23,0.02,
Vapour/Vapeur,2,2009,GE4,0.01,81,4,0.12,0.01,
Vapour/Vapeur,2,2009,GE8,0.01,24,3,0.08,0.01,
Vapour/Vapeur,2,2009,GE9,0.01,30,3,0.09,0.01,
Vapour/Vapeur,2,2009,LE12,0.02,3,3,0.01,0.01,
Vapour/Vapeur,2,2009,LE13,0.02,15,3,0.08,0.02,
Vapour/Vapeur,2,2009,LE14,0.02,1,3,0,0.01,
Vapour/Vapeur,2,2009,LE7,0.02,-3,3,-0.01,0.01,
Vapour/Vapeur,2,2009,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,2,2009,OA2,0.01,8,3,0.03,0.01,
Vapour/Vapeur,2,2009,PI12,0.01,33,4,0.11,0.01,
Vapour/Vapeur,3,2009,GE10,0.02,42,4,0.2,0.02,
Vapour/Vapeur,3,2009,GE4,0.01,76,4,0.22,0.01,
Vapour/Vapeur,3,2009,GE7,0.02,225,6,0.84,0.02,
Vapour/Vapeur,3,2009,GE8,0.01,28,3,0.09,0.01,
Vapour/Vapeur,3,2009,GE9,0.02,38,4,0.15,0.01,
Vapour/Vapeur,3,2009,LE12,0.02,2,3,0.01,0.01,
Vapour/Vapeur,3,2009,LE13,0.02,7,3,0.03,0.01,
Vapour/Vapeur,3,2009,LE14,0.02,0,3,0,0.01,
Vapour/Vapeur,3,2009,LE7,0.02,0,3,0,0.01,
Vapour/Vapeur,3,2009,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,3,2009,OA2,0.02,5,3,0.02,0.01,
Vapour/Vapeur,3,2009,PI12,0.02,96,5,0.43,0.02,
Vapour/Vapeur,4,2009,GE10,0.02,36,4,0.17,0.02,
Vapour/Vapeur,4,2009,GE4,0.02,48,4,0.19,0.02,
Vapour/Vapeur,4,2009,GE7,0.02,889,12,3.77,0.05,
Vapour/Vapeur,4,2009,GE8,0.02,40,4,0.17,0.02,
Vapour/Vapeur,4,2009,GE9,0.02,27,3,0.11,0.01,
Vapour/Vapeur,4,2009,LE12,0.02,1,3,0,0.01,
Vapour/Vapeur,4,2009,LE13,0.02,6,3,0.02,0.01,
Vapour/Vapeur,4,2009,LE14,0.02,0,3,0,0.01,
Vapour/Vapeur,4,2009,LE7,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,4,2009,LE8,0.02,-1,3,-0.01,0.01,
Vapour/Vapeur,4,2009,OA2,0.02,-4,3,-0.01,0.01,
Vapour/Vapeur,4,2009,PI12,0.02,36,4,0.15,0.02,
Vapour/Vapeur,5,2009,GE10,0.02,27,3,0.22,0.03,
Vapour/Vapeur,5,2009,GE4,0.01,35,4,0.17,0.02,
Vapour/Vapeur,5,2009,GE7,0.01,101,5,0.63,0.03,
Vapour/Vapeur,5,2009,GE8,0.02,21,3,0.17,0.03,
Vapour/Vapeur,5,2009,GE9,0.02,21,3,0.18,0.03,
Vapour/Vapeur,5,2009,LE12,0.02,2,3,0.02,0.03,
Vapour/Vapeur,5,2009,LE13,0.02,7,3,0.08,0.03,
Vapour/Vapeur,5,2009,LE14,0.02,3,3,0.03,0.03,
Vapour/Vapeur,5,2009,LE7,0.02,-3,3,-0.03,0.02,
Vapour/Vapeur,5,2009,LE8,0.02,-1,3,-0.01,0.02,
Vapour/Vapeur,5,2009,OA2,0.02,11,3,0.1,0.03,
Vapour/Vapeur,5,2009,PI12,0.02,43,4,0.36,0.03,
Vapour/Vapeur,6,2009,GE10,0.02,10,3,0.04,0.01,
Vapour/Vapeur,6,2009,GE4,0.02,18,3,0.06,0.01,
Vapour/Vapeur,6,2009,GE7,0.02,23,3,0.09,0.01,
Vapour/Vapeur,6,2009,GE8,0.02,9,3,0.03,0.01,
Vapour/Vapeur,6,2009,GE9,0.02,10,3,0.03,0.01,
Vapour/Vapeur,6,2009,LE12,0.02,3,3,0.01,0.01,
Vapour/Vapeur,6,2009,LE13,0.02,3,3,0.01,0.01,
Vapour/Vapeur,6,2009,LE14,0.02,1,3,0.01,0.01,
Vapour/Vapeur,6,2009,LE7,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,6,2009,LE8,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,6,2009,OA2,0.02,3,3,0,0,
Vapour/Vapeur,6,2009,PI12,0.02,35,4,0.11,0.01,
Vapour/Vapeur,7,2009,GE10,0.02,23,3,0.13,0.02,
Vapour/Vapeur,7,2009,GE4,0,10,3,,,
Vapour/Vapeur,7,2009,GE7,0,36,4,,,
Vapour/Vapeur,7,2009,GE8,0,12,3,,,
Vapour/Vapeur,7,2009,GE9,0.02,10,3,0.06,0.02,
Vapour/Vapeur,7,2009,LE12,0.02,5,3,0.02,0.01,
Vapour/Vapeur,7,2009,LE13,0.02,4,3,0.02,0.01,
Vapour/Vapeur,7,2009,LE14,0.02,2,3,0.01,0.01,
Vapour/Vapeur,7,2009,LE7,0.02,0,3,0,0.01,
Vapour/Vapeur,7,2009,LE8,0.02,3,3,0.01,0.01,
Vapour/Vapeur,7,2009,PI12,0.02,22,3,0.08,0.01,
Vapour/Vapeur,8,2009,GE10,0.02,29,3,0.25,0.03,
Vapour/Vapeur,8,2009,GE4,0.02,15,3,0.13,0.03,
Vapour/Vapeur,8,2009,GE7,0.02,44,4,0.39,0.03,
Vapour/Vapeur,8,2009,GE8,0.02,17,3,0.14,0.02,
Vapour/Vapeur,8,2009,GE9,0.02,8,3,0.06,0.02,
Vapour/Vapeur,8,2009,LE12,0.02,8,3,0.08,0.03,
Vapour/Vapeur,8,2009,LE13,0.02,7,3,0.08,0.03,
Vapour/Vapeur,8,2009,LE14,0.02,8,3,0.08,0.03,
Vapour/Vapeur,8,2009,LE7,0.02,4,3,0.05,0.03,
Vapour/Vapeur,8,2009,LE8,0.02,4,3,0.04,0.03,
Vapour/Vapeur,8,2009,PI12,0.02,11,3,0.11,0.03,
Vapour/Vapeur,9,2009,GE10,0.02,43,4,0.33,0.03,
Vapour/Vapeur,9,2009,GE4,0.02,12,3,0.11,0.03,
Vapour/Vapeur,9,2009,GE7,0.02,105,5,0.76,0.03,
Vapour/Vapeur,9,2009,GE8,0.02,16,3,0.11,0.02,
Vapour/Vapeur,9,2009,GE9,0.02,19,3,0.14,0.02,
Vapour/Vapeur,9,2009,LE12,0.02,4,3,0.04,0.02,
Vapour/Vapeur,9,2009,LE13,0.02,8,3,0.09,0.03,
Vapour/Vapeur,9,2009,LE14,0.02,5,3,0.05,0.03,
Vapour/Vapeur,9,2009,LE15,0.02,17,3,0.15,0.03,
Vapour/Vapeur,9,2009,LE7,0.02,5,3,0.05,0.03,
Vapour/Vapeur,9,2009,LE8,0.02,3,3,0.03,0.03,
Vapour/Vapeur,9,2009,OA2,0.02,7,3,0.07,0.03,
Vapour/Vapeur,9,2009,PI12,0.02,29,3,0.27,0.03,
Vapour/Vapeur,10,2009,GE10,0.02,14,3,0.08,0.02,
Vapour/Vapeur,10,2009,GE7,0.02,89,4,0.54,0.03,
Vapour/Vapeur,10,2009,GE8,0.02,11,3,0.06,0.02,
Vapour/Vapeur,10,2009,GE9,0.02,11,3,0.06,0.02,
Vapour/Vapeur,10,2009,LE12,0.02,0,2,0,0.01,
Vapour/Vapeur,10,2009,LE13,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2009,LE14,0.02,1,2,0,0.01,
Vapour/Vapeur,10,2009,LE15,0.02,6,3,0.03,0.01,
Vapour/Vapeur,10,2009,LE7,0.02,4,3,0.02,0.01,
Vapour/Vapeur,10,2009,LE8,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2009,OA2,0.02,9,3,0.04,0.01,
Vapour/Vapeur,10,2009,PI12,0.02,35,3,0.12,0.01,
Vapour/Vapeur,11,2009,GE10,0.02,21,3,0.1,0.01,
Vapour/Vapeur,11,2009,GE4,0.02,97,4,0.43,0.02,
Vapour/Vapeur,11,2009,GE7,0.02,111,5,0.52,0.02,
Vapour/Vapeur,11,2009,GE8,0.02,40,3,0.17,0.01,
Vapour/Vapeur,11,2009,GE9,0.02,18,3,0.08,0.01,
Vapour/Vapeur,11,2009,LE12,0.02,6,3,0.03,0.01,
Vapour/Vapeur,11,2009,LE13,0.02,6,3,0.03,0.01,
Vapour/Vapeur,11,2009,LE14,0.02,1,2,0.01,0.01,
Vapour/Vapeur,11,2009,LE15,0.02,6,3,0.03,0.01,
Vapour/Vapeur,11,2009,LE7,0.02,2,3,0.01,0.01,
Vapour/Vapeur,11,2009,LE8,0.02,3,3,0.01,0.01,
Vapour/Vapeur,11,2009,OA2,0.02,3,3,0.02,0.01,
Vapour/Vapeur,11,2009,PI12,0.02,112,5,0.52,0.02,
Vapour/Vapeur,12,2009,GE10,0.02,21,3,0.08,0.01,
Vapour/Vapeur,12,2009,GE4,0.02,25,3,0.08,0.01,
Vapour/Vapeur,12,2009,GE7,0.02,121,5,0.44,0.02,
Vapour/Vapeur,12,2009,GE8,0.02,25,3,0.08,0.01,
Vapour/Vapeur,12,2009,GE9,0.02,22,3,0.08,0.01,
Vapour/Vapeur,12,2009,LE12,0.02,7,3,0.03,0.01,
Vapour/Vapeur,12,2009,LE13,0.02,5,3,0.02,0.01,
Vapour/Vapeur,12,2009,LE14,0.02,6,3,0.02,0.01,
Vapour/Vapeur,12,2009,LE15,0.02,5,3,0.02,0.01,
Vapour/Vapeur,12,2009,LE7,0.02,1,2,0.01,0.01,
Vapour/Vapeur,12,2009,LE8,0.02,2,2,0.01,0.01,
Vapour/Vapeur,12,2009,OA2,0.02,8,3,0.03,0.01,
Vapour/Vapeur,12,2009,PI12,0.02,22,3,0.08,0.01,
Vapour/Vapeur,1,2010,GE10,0.01,28,3,0.08,0.01,
Vapour/Vapeur,1,2010,GE4,0.01,45,4,0.06,0,
Vapour/Vapeur,1,2010,GE7,0.01,274,7,0.83,0.02,
Vapour/Vapeur,1,2010,GE8,0.01,35,3,0.1,0.01,
Vapour/Vapeur,1,2010,GE9,0.01,7,3,0.02,0.01,
Vapour/Vapeur,1,2010,LE12,0.02,0,3,0,0.01,
Vapour/Vapeur,1,2010,LE13,0.02,0,3,0,0.01,
Vapour/Vapeur,1,2010,LE14,0.02,-3,3,-0.01,0.01,
Vapour/Vapeur,1,2010,LE15,0.01,6,3,0.02,0.01,
Vapour/Vapeur,1,2010,LE7,0.02,-2,2,-0.01,0.01,
Vapour/Vapeur,1,2010,LE8,0.02,13,3,0.05,0.01,
