Sample Type / Type d'échantillon,Month/Mois,Year/Année,Location/Emplacement,Volume Collected/Volume prélevé (L),Activity/Activité (Bq/L),Error/Erreur (Bq/L),Activity/Activité (Bq/m^3),Error/Erreur (Bq/m^3),Comments/Commentaires
Vapour/Vapeur,1,2010,OA2,0.01,34,3,0.1,0.01,
Vapour/Vapeur,1,2010,PI12,0.01,36,3,0.11,0.01,
Vapour/Vapeur,2,2010,GE10,0.02,20,3,0.09,0.01,
Vapour/Vapeur,2,2010,GE4,0.01,22,3,0.05,0.01,
Vapour/Vapeur,2,2010,GE7,0.02,153,5,0.56,0.02,
Vapour/Vapeur,2,2010,GE8,0.02,33,3,0.14,0.01,
Vapour/Vapeur,2,2010,GE9,0.02,15,3,0.06,0.01,
Vapour/Vapeur,2,2010,LE12,0.02,0,3,0,0.01,
Vapour/Vapeur,2,2010,LE13,0.02,1,3,0,0.01,
Vapour/Vapeur,2,2010,LE14,0.02,0,3,0,0.01,
Vapour/Vapeur,2,2010,LE15,0.02,4,3,0.01,0.01,
Vapour/Vapeur,2,2010,LE7,0.02,4,3,0.02,0.01,
Vapour/Vapeur,2,2010,LE8,0.02,3,3,0.01,0.01,
Vapour/Vapeur,2,2010,OA2,0.02,4,3,0.01,0.01,
Vapour/Vapeur,2,2010,PI12,0.01,20,3,0.07,0.01,
Vapour/Vapeur,3,2010,GE10,0.02,14,3,0.05,0.01,
Vapour/Vapeur,3,2010,GE4,0.02,120,5,0.34,0.01,
Vapour/Vapeur,3,2010,GE7,0.02,204,6,0.74,0.02,
Vapour/Vapeur,3,2010,GE8,0.02,26,3,0.09,0.01,
Vapour/Vapeur,3,2010,GE9,0.02,6,3,0.02,0.01,
Vapour/Vapeur,3,2010,LE12,0.02,-6,3,-0.02,0.01,
Vapour/Vapeur,3,2010,LE13,0.02,1,3,0,0.01,
Vapour/Vapeur,3,2010,LE14,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,3,2010,LE15,0.02,7,3,0.03,0.01,
Vapour/Vapeur,3,2010,LE7,0.02,-3,3,-0.01,0.01,
Vapour/Vapeur,3,2010,LE8,0.02,0,3,0,0.01,
Vapour/Vapeur,3,2010,OA2,0.01,5,3,0.02,0.01,
Vapour/Vapeur,3,2010,PI12,0.02,132,5,0.44,0.02,
Vapour/Vapeur,4,2010,GE10,0.02,17,3,0.07,0.01,
Vapour/Vapeur,4,2010,GE4,0.02,15,3,0.08,0.02,
Vapour/Vapeur,4,2010,GE7,0.02,224,6,0.98,0.03,
Vapour/Vapeur,4,2010,GE8,0.02,41,3,0.18,0.02,
Vapour/Vapeur,4,2010,GE9,0.02,13,3,0.06,0.01,
Vapour/Vapeur,4,2010,LE12,0.02,4,3,0.02,0.01,
Vapour/Vapeur,4,2010,LE13,0.02,4,3,0.02,0.01,
Vapour/Vapeur,4,2010,LE14,0.02,5,3,0.02,0.01,
Vapour/Vapeur,4,2010,LE15,0.02,16,3,0.07,0.01,
Vapour/Vapeur,4,2010,LE7,0.02,4,3,0.01,0.01,
Vapour/Vapeur,4,2010,LE8,0.02,4,3,0.02,0.01,
Vapour/Vapeur,4,2010,OA2,0.02,7,3,0.02,0.01,
Vapour/Vapeur,4,2010,PI12,0.02,73,4,0.32,0.02,
Vapour/Vapeur,5,2010,GE10,0.02,31,4,0.32,0.04,
Vapour/Vapeur,5,2010,GE4,0.01,10,3,0.08,0.02,
Vapour/Vapeur,5,2010,GE7,0.01,199,6,1.45,0.05,
Vapour/Vapeur,5,2010,GE8,0.01,20,3,0.16,0.03,
Vapour/Vapeur,5,2010,GE9,0.02,14,3,0.14,0.03,
Vapour/Vapeur,5,2010,LE12,0.02,2,3,0.02,0.02,
Vapour/Vapeur,5,2010,LE13,0.02,4,3,0.04,0.03,
Vapour/Vapeur,5,2010,LE14,0.02,3,3,0.02,0.02,
Vapour/Vapeur,5,2010,LE15,0.02,10,3,0.09,0.03,
Vapour/Vapeur,5,2010,LE7,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,5,2010,LE8,0.02,1,3,0.01,0.02,
Vapour/Vapeur,5,2010,OA2,0.02,2,3,0.02,0.03,
Vapour/Vapeur,5,2010,PI12,0.01,36,4,0.21,0.02,
Vapour/Vapeur,6,2010,GE10,0.02,44,4,0.48,0.04,
Vapour/Vapeur,6,2010,GE4,0.02,30,4,0.25,0.03,
Vapour/Vapeur,6,2010,GE7,0.02,103,5,1.12,0.05,
Vapour/Vapeur,6,2010,GE8,0.02,12,3,0.13,0.03,
Vapour/Vapeur,6,2010,GE9,0.02,17,3,0.19,0.04,
Vapour/Vapeur,6,2010,LE12,0.02,0,3,0,0.03,
Vapour/Vapeur,6,2010,LE13,0.02,2,3,0.03,0.03,
Vapour/Vapeur,6,2010,LE15,0.02,18,3,0.17,0.03,
Vapour/Vapeur,6,2010,LE7,0.02,-3,3,-0.03,0.03,
Vapour/Vapeur,6,2010,LE8,0.02,0,3,0,0.03,
Vapour/Vapeur,6,2010,OA2,0.02,0,3,0,0.01,
Vapour/Vapeur,6,2010,PI12,0.02,11,3,0.11,0.03,
Vapour/Vapeur,7,2010,GE10,0.02,31,3,0.25,0.03,
Vapour/Vapeur,7,2010,GE4,0.02,20,3,0.2,0.03,
Vapour/Vapeur,7,2010,GE7,0.02,74,4,0.6,0.03,
Vapour/Vapeur,7,2010,GE8,0.02,43,4,0.34,0.03,
Vapour/Vapeur,7,2010,GE9,0.02,35,4,0.28,0.03,
Vapour/Vapeur,7,2010,LE12,0.02,2,3,0.02,0.02,
Vapour/Vapeur,7,2010,LE13,0.02,6,3,0.05,0.03,
Vapour/Vapeur,7,2010,LE14,0.02,1,3,0.01,0.02,
Vapour/Vapeur,7,2010,LE15,0.02,11,3,0.09,0.03,
Vapour/Vapeur,7,2010,LE7,0.02,5,3,0.04,0.03,
Vapour/Vapeur,7,2010,LE8,0.02,5,3,0.05,0.03,
Vapour/Vapeur,7,2010,PI12,0.02,23,3,0.18,0.03,
Vapour/Vapeur,8,2010,GE10,0.02,27,3,0.23,0.03,
Vapour/Vapeur,8,2010,GE4,0.02,11,3,0.1,0.03,
Vapour/Vapeur,8,2010,GE7,0.02,21,3,0.18,0.03,
Vapour/Vapeur,8,2010,GE8,0.02,11,3,0.09,0.02,
Vapour/Vapeur,8,2010,GE9,0.02,10,3,0.08,0.02,
Vapour/Vapeur,8,2010,LE12,0.02,1,3,0.01,0.02,
Vapour/Vapeur,8,2010,LE13,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,8,2010,LE14,0.02,3,3,0.03,0.02,
Vapour/Vapeur,8,2010,LE15,0.02,16,3,0.16,0.03,
Vapour/Vapeur,8,2010,LE7,0.02,5,3,0.04,0.03,
Vapour/Vapeur,8,2010,LE8,0.02,2,3,0.02,0.03,
Vapour/Vapeur,8,2010,OA2,0.02,2,3,0.02,0.02,
Vapour/Vapeur,8,2010,PI12,0.02,15,3,0.15,0.03,
Vapour/Vapeur,9,2010,GE10,0.01,19,3,0.2,0.03,
Vapour/Vapeur,9,2010,GE4,0.02,7,3,0.06,0.03,
Vapour/Vapeur,9,2010,GE7,0.01,74,4,0.68,0.04,
Vapour/Vapeur,9,2010,GE8,0.01,17,3,0.17,0.03,
Vapour/Vapeur,9,2010,GE9,0.02,11,3,0.14,0.04,
Vapour/Vapeur,9,2010,LE12,0.02,6,3,0.06,0.03,
Vapour/Vapeur,9,2010,LE13,0.02,7,3,0.07,0.03,
Vapour/Vapeur,9,2010,LE14,0.02,7,3,0.07,0.03,
Vapour/Vapeur,9,2010,LE15,0.02,11,3,0.1,0.03,
Vapour/Vapeur,9,2010,LE7,0.02,3,3,0.03,0.03,
Vapour/Vapeur,9,2010,LE8,0.02,5,3,0.05,0.03,
Vapour/Vapeur,9,2010,OA2,0.02,5,3,0.04,0.02,
Vapour/Vapeur,9,2010,PI12,0.02,15,3,0.12,0.02,
Vapour/Vapeur,10,2010,GE10,0.02,15,3,0.05,0.01,
Vapour/Vapeur,10,2010,GE4,0.02,17,3,0.06,0.01,
Vapour/Vapeur,10,2010,GE7,0.02,107,5,0.4,0.02,
Vapour/Vapeur,10,2010,GE8,0.02,39,4,0.13,0.01,
Vapour/Vapeur,10,2010,GE9,0.02,9,3,0.03,0.01,
Vapour/Vapeur,10,2010,LE12,0.02,0,3,0,0.01,
Vapour/Vapeur,10,2010,LE13,0.02,3,3,0.01,0.01,
Vapour/Vapeur,10,2010,LE14,0.02,3,3,0.01,0.01,
Vapour/Vapeur,10,2010,LE15,0.02,9,3,0.04,0.01,
Vapour/Vapeur,10,2010,LE7,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2010,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,10,2010,OA2,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2010,PI12,0.02,36,3,0.16,0.02,
Vapour/Vapeur,11,2010,GE10,0.02,30,3,0.13,0.02,
Vapour/Vapeur,11,2010,GE4,0.01,39,4,0.07,0.01,
Vapour/Vapeur,11,2010,GE7,0.02,226,6,0.99,0.03,
Vapour/Vapeur,11,2010,GE8,0.01,31,3,0.05,0.01,
Vapour/Vapeur,11,2010,GE9,0.02,19,3,0.09,0.01,
Vapour/Vapeur,11,2010,LE12,0.02,1,3,0,0.01,
Vapour/Vapeur,11,2010,LE13,0.02,3,3,0.01,0.01,
Vapour/Vapeur,11,2010,LE14,0.02,-1,3,-0.01,0.01,
Vapour/Vapeur,11,2010,LE15,0.02,0,3,0,0.01,
Vapour/Vapeur,11,2010,LE7,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,11,2010,LE8,0.02,-1,3,-0.01,0.01,
Vapour/Vapeur,11,2010,OA2,0.02,2,3,0.01,0.01,
Vapour/Vapeur,11,2010,PI12,0.02,33,3,0.14,0.01,
Vapour/Vapeur,12,2010,GE10,0.02,56,4,0.16,0.01,
Vapour/Vapeur,12,2010,GE4,0.02,13,3,0.05,0.01,
Vapour/Vapeur,12,2010,GE7,0.02,450,9,1.36,0.03,
Vapour/Vapeur,12,2010,GE8,0.02,36,4,0.1,0.01,
Vapour/Vapeur,12,2010,GE9,0.02,15,3,0.04,0.01,
Vapour/Vapeur,12,2010,LE12,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,12,2010,LE13,0.02,-1,4,0,0.02,
Vapour/Vapeur,12,2010,LE14,0.02,-2,3,-0.01,0.01,
Vapour/Vapeur,12,2010,LE15,0.02,3,3,0.01,0.01,
Vapour/Vapeur,12,2010,LE7,0.02,2,3,0.01,0.01,
Vapour/Vapeur,12,2010,LE8,0.02,6,3,,,Saturated/Saturée
Vapour/Vapeur,12,2010,OA2,0.02,1,3,0,0.01,
Vapour/Vapeur,12,2010,PI12,0.02,7,3,0.02,0.01,
Vapour/Vapeur,1,2011,GE10,0.01,64,4,0.2,0.01,
Vapour/Vapeur,1,2011,GE4,0.01,51,4,0.11,0.01,
Vapour/Vapeur,1,2011,GE8,0.01,63,4,0.13,0.01,
Vapour/Vapeur,1,2011,GE9,0.01,13,3,0.03,0.01,
Vapour/Vapeur,1,2011,LE12,0.02,5,3,0.02,0.01,
Vapour/Vapeur,1,2011,LE13,0.02,4,3,0.02,0.01,
Vapour/Vapeur,1,2011,LE14,0.01,4,3,0.01,0.01,
Vapour/Vapeur,1,2011,LE15,0.01,4,3,0.01,0.01,
Vapour/Vapeur,1,2011,LE7,0.02,5,3,0.02,0.01,
Vapour/Vapeur,1,2011,LE8,0.02,9,3,0.03,0.01,
Vapour/Vapeur,1,2011,OA2,0.01,9,3,0.02,0.01,
Vapour/Vapeur,1,2011,PI12,0.01,17,3,0.04,0.01,
Vapour/Vapeur,2,2011,GE10,0.02,115,5,0.49,0.02,
Vapour/Vapeur,2,2011,GE4,0.01,98,5,0.18,0.01,
Vapour/Vapeur,2,2011,GE7,0.01,573,10,1.4,0.02,
Vapour/Vapeur,2,2011,GE8,0.01,50,4,0.13,0.01,
Vapour/Vapeur,2,2011,GE9,0.01,37,3,0.1,0.01,
Vapour/Vapeur,2,2011,LE12,0.01,9,3,0.03,0.01,
Vapour/Vapeur,2,2011,LE13,0.02,14,3,0.06,0.01,
Vapour/Vapeur,2,2011,LE14,0.01,4,3,0.01,0.01,
Vapour/Vapeur,2,2011,LE15,0.01,7,3,0.02,0.01,
Vapour/Vapeur,2,2011,LE7,0.02,3,3,0.01,0.01,
Vapour/Vapeur,2,2011,LE8,0.02,6,3,0.02,0.01,
Vapour/Vapeur,2,2011,OA2,0.01,8,3,0.02,0.01,
Vapour/Vapeur,2,2011,PI12,0,37,3,0.03,0,
Vapour/Vapeur,3,2011,GE10,0.02,3,3,0.01,0.01,
Vapour/Vapeur,3,2011,GE4,0.02,43,4,0.15,0.01,
Vapour/Vapeur,3,2011,GE7,0.02,201,6,0.69,0.02,
Vapour/Vapeur,3,2011,GE8,0.02,6,3,0.02,0.01,
Vapour/Vapeur,3,2011,GE9,0.02,18,3,0.07,0.01,
Vapour/Vapeur,3,2011,LE12,0.02,4,3,0.02,0.01,
Vapour/Vapeur,3,2011,LE13,0.02,4,3,0.02,0.01,
Vapour/Vapeur,3,2011,LE14,0.02,1,3,0,0.01,
Vapour/Vapeur,3,2011,LE15,0.02,17,3,0.06,0.01,
Vapour/Vapeur,3,2011,LE7,0.02,27,3,0.1,0.01,
Vapour/Vapeur,3,2011,LE8,0.02,1,3,0,0.01,
Vapour/Vapeur,3,2011,OA2,0.01,3,3,0.01,0.01,
Vapour/Vapeur,3,2011,PI12,0.02,37,4,0.13,0.01,
Vapour/Vapeur,4,2011,GE10,0.02,10,3,0.04,0.01,
Vapour/Vapeur,4,2011,GE4,0.02,31,3,0.11,0.01,
Vapour/Vapeur,4,2011,GE7,0.02,121,5,0.43,0.02,
Vapour/Vapeur,4,2011,GE8,0.02,18,3,0.06,0.01,
Vapour/Vapeur,4,2011,GE9,0.02,7,3,0.02,0.01,
Vapour/Vapeur,4,2011,LE12,0.02,5,3,0.02,0.01,
Vapour/Vapeur,4,2011,LE13,0.02,1,3,0,0.01,
Vapour/Vapeur,4,2011,LE14,0.02,7,3,0.03,0.01,
Vapour/Vapeur,4,2011,LE15,0.02,16,3,0.07,0.01,
Vapour/Vapeur,4,2011,LE7,0.02,3,3,0.01,0.01,
Vapour/Vapeur,4,2011,LE8,0.02,0,3,0,0.01,
Vapour/Vapeur,4,2011,OA2,0.02,0,3,0,0.01,
Vapour/Vapeur,4,2011,PI12,0.02,55,4,0.24,0.02,
Vapour/Vapeur,5,2011,GE10,0.02,7,3,0.03,0.01,
Vapour/Vapeur,5,2011,GE4,0.02,33,4,0.11,0.01,
Vapour/Vapeur,5,2011,GE7,0.02,230,7,0.91,0.03,
Vapour/Vapeur,5,2011,GE8,0.02,10,3,0.04,0.01,
Vapour/Vapeur,5,2011,GE9,0.02,5,3,0.02,0.01,
Vapour/Vapeur,5,2011,LE12,0.02,-1,3,0,0.01,
Vapour/Vapeur,5,2011,LE13,0.02,5,3,0.02,0.01,
Vapour/Vapeur,5,2011,LE14,0.02,6,3,0.03,0.01,
Vapour/Vapeur,5,2011,LE15,0.02,18,3,0.07,0.01,
Vapour/Vapeur,5,2011,LE7,0.02,3,3,0.01,0.01,
Vapour/Vapeur,5,2011,LE8,0.02,1,3,0.01,0.01,
Vapour/Vapeur,5,2011,OA2,0.02,4,3,0.02,0.01,
Vapour/Vapeur,5,2011,PI12,0.02,47,4,0.19,0.02,
Vapour/Vapeur,6,2011,GE10,0.02,5,3,0.04,0.02,
Vapour/Vapeur,6,2011,GE4,0.02,15,3,0.16,0.04,
Vapour/Vapeur,6,2011,GE7,0.02,96,5,0.81,0.04,
Vapour/Vapeur,6,2011,GE8,0.02,10,3,0.08,0.02,
Vapour/Vapeur,6,2011,GE9,0.02,14,3,0.11,0.03,
Vapour/Vapeur,6,2011,LE12,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,6,2011,LE13,0.02,0,3,0,0.03,
Vapour/Vapeur,6,2011,LE14,0.02,-4,3,-0.04,0.03,
Vapour/Vapeur,6,2011,LE15,0.02,3,3,0.03,0.03,
Vapour/Vapeur,6,2011,LE7,0.02,0,3,0,0.03,
Vapour/Vapeur,6,2011,LE8,0.02,-3,3,-0.03,0.03,
Vapour/Vapeur,6,2011,OA2,0.02,2,3,0.01,0.02,
Vapour/Vapeur,6,2011,PI12,0.02,27,4,0.22,0.03,
Vapour/Vapeur,7,2011,GE10,0.02,18,3,0.19,0.03,
Vapour/Vapeur,7,2011,GE4,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,7,2011,GE7,0.02,70,4,0.73,0.05,
Vapour/Vapeur,7,2011,GE8,0.02,8,3,0.08,0.03,
Vapour/Vapeur,7,2011,GE9,0.02,12,3,0.12,0.03,
Vapour/Vapeur,7,2011,LE12,0.02,0,3,0,0.03,
Vapour/Vapeur,7,2011,LE13,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,7,2011,LE14,0.02,0,3,0,0.03,
Vapour/Vapeur,7,2011,LE15,0.02,15,3,0.14,0.03,
Vapour/Vapeur,7,2011,LE7,0.02,-4,3,-0.03,0.02,
Vapour/Vapeur,7,2011,LE8,0.02,1,3,0.01,0.03,
Vapour/Vapeur,7,2011,OA2,0.02,-2,3,-0.02,0.03,
Vapour/Vapeur,7,2011,PI12,0.02,18,3,0.17,0.03,
Vapour/Vapeur,8,2011,GE10,0.02,40,4,0.42,0.04,
Vapour/Vapeur,8,2011,GE4,0.02,7,3,0.08,0.03,
Vapour/Vapeur,8,2011,GE7,0.02,55,4,0.6,0.04,
Vapour/Vapeur,8,2011,GE8,0.02,6,3,0.06,0.03,
Vapour/Vapeur,8,2011,GE9,0.02,14,3,0.14,0.03,
Vapour/Vapeur,8,2011,LE12,0.02,-2,3,-0.02,0.03,
Vapour/Vapeur,8,2011,LE13,0.02,-2,3,-0.02,0.03,
Vapour/Vapeur,8,2011,LE14,0.02,1,3,0.01,0.03,
Vapour/Vapeur,8,2011,LE15,0.02,10,3,0.1,0.03,
Vapour/Vapeur,8,2011,LE7,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,8,2011,LE8,0.02,3,3,0.03,0.03,
Vapour/Vapeur,8,2011,OA2,0.02,4,3,0.04,0.03,
Vapour/Vapeur,8,2011,PI12,0.02,22,3,0.22,0.03,
Vapour/Vapeur,9,2011,GE10,0.02,19,3,0.2,0.03,
Vapour/Vapeur,9,2011,GE4,0.02,14,3,0.12,0.03,
Vapour/Vapeur,9,2011,GE7,0.02,83,5,0.87,0.05,
Vapour/Vapeur,9,2011,GE8,0.02,8,3,0.08,0.03,
Vapour/Vapeur,9,2011,GE9,0.02,11,3,0.11,0.03,
Vapour/Vapeur,9,2011,LE12,0.02,4,3,0.03,0.03,
Vapour/Vapeur,9,2011,LE13,0.02,11,3,0.12,0.03,
Vapour/Vapeur,9,2011,LE14,0.02,1,3,0.01,0.03,
Vapour/Vapeur,9,2011,LE15,0.02,15,3,0.14,0.03,
Vapour/Vapeur,9,2011,LE7,0.02,-4,3,-0.03,0.02,
Vapour/Vapeur,9,2011,LE8,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,9,2011,OA2,0.02,-1,3,-0.01,0.03,
Vapour/Vapeur,9,2011,PI12,0.02,43,4,0.38,0.03,
Vapour/Vapeur,10,2011,GE10,0.02,44,4,0.15,0.01,
Vapour/Vapeur,10,2011,GE4,0.02,18,3,0.09,0.02,
Vapour/Vapeur,10,2011,GE7,0.02,331,8,1.26,0.03,
Vapour/Vapeur,10,2011,GE8,0.02,62,4,0.21,0.01,
Vapour/Vapeur,10,2011,GE9,0.02,56,4,0.19,0.01,
Vapour/Vapeur,10,2011,LE12,0.02,7,3,0.03,0.01,
Vapour/Vapeur,10,2011,LE13,0.02,3,3,0.01,0.01,
Vapour/Vapeur,10,2011,LE14,0.02,3,3,0.01,0.01,
Vapour/Vapeur,10,2011,LE15,0.02,37,4,0.17,0.02,
Vapour/Vapeur,10,2011,LE7,0.02,6,3,0.04,0.02,
Vapour/Vapeur,10,2011,LE8,0.02,5,3,0.02,0.01,
Vapour/Vapeur,10,2011,OA2,0.02,8,3,0.03,0.01,
Vapour/Vapeur,10,2011,PI12,0.02,34,4,0.15,0.02,
Vapour/Vapeur,11,2011,GE10,0.02,166,6,0.6,0.02,
Vapour/Vapeur,11,2011,GE4,0.02,51,4,0.18,0.01,
Vapour/Vapeur,11,2011,GE7,0.02,191,6,0.69,0.02,
Vapour/Vapeur,11,2011,GE8,0.02,32,4,0.12,0.01,
Vapour/Vapeur,11,2011,GE9,0.02,42,4,0.15,0.01,
Vapour/Vapeur,11,2011,LE12,0.02,-1,3,0,0.01,
Vapour/Vapeur,11,2011,LE13,0.02,5,3,0.02,0.01,
Vapour/Vapeur,11,2011,LE14,0.02,0,3,0,0.01,
Vapour/Vapeur,11,2011,LE15,0.02,25,3,0.12,0.02,
Vapour/Vapeur,11,2011,LE7,0.02,-3,3,-0.01,0.01,
Vapour/Vapeur,11,2011,LE8,0.02,-1,3,-0.01,0.01,
Vapour/Vapeur,11,2011,OA2,0.02,1,3,0,0.01,
Vapour/Vapeur,11,2011,PI12,0.02,10,3,0.04,0.01,
Vapour/Vapeur,12,2011,GE10,0.02,53,4,0.18,0.01,
Vapour/Vapeur,12,2011,GE4,0.02,12,3,0.05,0.01,
Vapour/Vapeur,12,2011,GE7,0.02,144,6,0.51,0.02,
Vapour/Vapeur,12,2011,GE8,0.02,34,4,0.12,0.01,
Vapour/Vapeur,12,2011,GE9,0.02,38,4,0.12,0.01,
Vapour/Vapeur,12,2011,LE12,0.02,5,3,0.02,0.01,
Vapour/Vapeur,12,2011,LE13,0.02,4,3,0.02,0.01,
Vapour/Vapeur,12,2011,LE14,0.02,5,3,0.02,0.01,
Vapour/Vapeur,12,2011,LE15,0.02,41,4,0.18,0.02,
Vapour/Vapeur,12,2011,LE7,0.02,2,3,0.01,0.01,
Vapour/Vapeur,12,2011,LE8,0.02,-1,3,0,0.01,
Vapour/Vapeur,12,2011,OA2,0.02,2,3,0.01,0.01,
Vapour/Vapeur,12,2011,PI12,0.02,60,4,0.21,0.01,
Vapour/Vapeur,1,2012,GE10,0.01,2,3,0.01,0.01,
Vapour/Vapeur,1,2012,GE4,0.02,126,5,0.45,0.02,
Vapour/Vapeur,1,2012,GE7,0.01,152,6,0.4,0.01,
Vapour/Vapeur,1,2012,GE8,0.01,39,4,0.09,0.01,
Vapour/Vapeur,1,2012,GE9,0.01,32,4,0.09,0.01,
Vapour/Vapeur,1,2012,LE12,0.02,7,3,0.03,0.01,
Vapour/Vapeur,1,2012,LE13,0.02,23,3,0.08,0.01,
Vapour/Vapeur,1,2012,LE14,0.02,4,3,0.02,0.01,
Vapour/Vapeur,1,2012,LE15,0.02,58,4,0.18,0.01,
Vapour/Vapeur,1,2012,LE7,0.02,28,3,0.11,0.01,
Vapour/Vapeur,1,2012,LE8,0.02,1,3,0,0.01,
Vapour/Vapeur,1,2012,OA2,0.01,8,3,0.02,0.01,
Vapour/Vapeur,1,2012,PI12,0.02,37,4,0.13,0.01,
Vapour/Vapeur,2,2012,GE4,0.01,54,4,0.18,0.01,
Vapour/Vapeur,2,2012,GE7,0.01,277,7,0.85,0.02,
Vapour/Vapeur,2,2012,GE8,0.02,38,4,0.15,0.01,
Vapour/Vapeur,2,2012,GE9,0.02,39,4,0.14,0.01,
Vapour/Vapeur,2,2012,LE12,0.02,10,3,0.03,0.01,
Vapour/Vapeur,2,2012,LE13,0.02,54,4,0.21,0.02,
Vapour/Vapeur,2,2012,LE14,0.01,34,4,0.09,0.01,
Vapour/Vapeur,2,2012,LE15,0.01,316,8,0.92,0.02,
Vapour/Vapeur,2,2012,LE7,0.02,1,3,0,0.01,
Vapour/Vapeur,2,2012,LE8,0.02,5,3,0.02,0.01,
Vapour/Vapeur,2,2012,OA2,0.01,4,3,0.01,0.01,
Vapour/Vapeur,2,2012,PI12,0.02,14,3,0.05,0.01,
Vapour/Vapeur,3,2012,GE4,0.01,34,4,0.07,0.01,
Vapour/Vapeur,3,2012,GE7,0.02,1400,15,6.08,0.07,
Vapour/Vapeur,3,2012,GE8,0.02,422,9,1.97,0.04,
Vapour/Vapeur,3,2012,GE9,0.02,27,3,0.11,0.01,
Vapour/Vapeur,3,2012,LE12,0.02,3,3,0.01,0.01,
Vapour/Vapeur,3,2012,LE13,0.02,18,3,0.07,0.01,
Vapour/Vapeur,3,2012,LE14,0.02,7,3,0.03,0.01,
Vapour/Vapeur,3,2012,LE15,0.02,71,4,0.26,0.02,
Vapour/Vapeur,3,2012,LE7,0.02,0,3,0,0.01,
Vapour/Vapeur,3,2012,LE8,0.02,2,3,0.01,0.01,
Vapour/Vapeur,3,2012,OA2,0.02,7,3,0.01,0,
Vapour/Vapeur,3,2012,PI12,0.02,93,5,0.31,0.02,
Vapour/Vapeur,4,2012,GE4,0.02,9,3,0.04,0.01,
Vapour/Vapeur,4,2012,GE7,0.02,271,7,1.19,0.03,
Vapour/Vapeur,4,2012,GE8,0.02,66,4,0.29,0.02,
Vapour/Vapeur,4,2012,GE9,0.02,14,3,0.06,0.01,
Vapour/Vapeur,4,2012,LE12,0.02,12,3,0.05,0.01,
Vapour/Vapeur,4,2012,LE13,0.02,28,3,0.12,0.01,
Vapour/Vapeur,4,2012,LE14,0.02,12,3,0.05,0.01,
Vapour/Vapeur,4,2012,LE15,0.02,160,6,0.7,0.03,
Vapour/Vapeur,4,2012,LE7,0.02,0,3,0,0.01,
Vapour/Vapeur,4,2012,LE8,0.02,0,3,0,0.01,
Vapour/Vapeur,4,2012,PI12,0.02,34,4,0.14,0.01,
Vapour/Vapeur,5,2012,GE10,0.02,42,4,0.43,0.04,
Vapour/Vapeur,5,2012,GE4,0.02,15,3,0.12,0.03,
Vapour/Vapeur,5,2012,GE7,0.02,101,5,0.82,0.04,
Vapour/Vapeur,5,2012,GE8,0.01,29,3,0.22,0.03,
Vapour/Vapeur,5,2012,GE9,0.02,25,3,0.25,0.03,
Vapour/Vapeur,5,2012,LE12,0.02,8,3,0.07,0.03,
Vapour/Vapeur,5,2012,LE13,0.02,21,3,0.2,0.03,
Vapour/Vapeur,5,2012,LE14,0.02,6,3,0.06,0.03,
Vapour/Vapeur,5,2012,LE15,0.02,51,4,0.54,0.04,
Vapour/Vapeur,5,2012,LE7,0.02,1,3,0.01,0.02,
Vapour/Vapeur,5,2012,LE8,0.02,1,3,0.01,0.03,
Vapour/Vapeur,5,2012,PI12,0.02,52,4,0.44,0.03,
Vapour/Vapeur,6,2012,GE10,0.02,21,3,0.17,0.03,
Vapour/Vapeur,6,2012,GE4,0.02,9,3,0.1,0.04,
Vapour/Vapeur,6,2012,GE7,0.02,87,5,0.77,0.04,
Vapour/Vapeur,6,2012,GE8,0.02,15,3,0.12,0.03,
Vapour/Vapeur,6,2012,GE9,0.02,11,3,0.08,0.02,
Vapour/Vapeur,6,2012,LE12,0.02,7,3,0.06,0.03,
Vapour/Vapeur,6,2012,LE13,0.02,11,3,0.11,0.03,
Vapour/Vapeur,6,2012,LE14,0.02,5,3,0.05,0.03,
Vapour/Vapeur,6,2012,LE15,0.02,46,4,0.43,0.04,
Vapour/Vapeur,6,2012,LE7,0.02,3,3,0.03,0.03,
Vapour/Vapeur,6,2012,LE8,0.02,5,3,0.05,0.03,
Vapour/Vapeur,6,2012,PI12,0.02,18,3,0.16,0.03,
Vapour/Vapeur,7,2012,GE10,0.02,60,4,0.62,0.04,
Vapour/Vapeur,7,2012,GE4,0.02,8,3,0.07,0.03,
Vapour/Vapeur,7,2012,GE7,0.02,192,6,1.91,0.06,
Vapour/Vapeur,7,2012,GE8,0.02,50,4,0.52,0.04,
Vapour/Vapeur,7,2012,GE9,0.02,16,3,0.16,0.03,
